SURVEY: OTHER_LOWZ_LC
SNID: sn2006kf
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: OTHER_LOWZ_LC
MWEBV: 0.246 MW E(B-V)
REDSHIFT_HELIO: 0.021301 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 54040.814
FILTERS: UBVRIfhjkl

NOBS: 73
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 54039.421 h  NULL    17947.3303 297.5308
OBS: 54040.298 h  NULL    18484.1659 306.4305
OBS: 54051.415 h  NULL    8480.0780 164.0132
OBS: 54052.377 h  NULL    7509.3072 186.7339
OBS: 54053.372 h  NULL    6362.0908 134.7682
OBS: 54055.284 h  NULL    4975.0776 119.1332
OBS: 54056.356 h  NULL    4141.9024 114.4408
OBS: 54063.211 h  NULL    1858.6596 97.5741
OBS: 54078.313 h  NULL    1131.3575 85.4424
OBS: 54080.207 h  NULL    925.5499 92.0626
OBS: 54081.236 h  NULL    809.0956 87.1857
OBS: 54082.235 h  NULL    755.7878 86.3140
OBS: 54084.212 h  NULL    781.2677 91.3825
OBS: 54086.204 h  NULL    698.8756 84.9637
OBS: 54039.418 j  NULL    20568.3688 340.9824
OBS: 54040.295 j  NULL    21517.8983 317.0878
OBS: 54041.320 j  NULL    21917.9462 322.9829
OBS: 54042.214 j  NULL    21517.8983 356.7237
OBS: 54051.412 j  NULL    14641.9820 229.2495
OBS: 54052.374 j  NULL    13982.9834 270.4449
OBS: 54053.369 j  NULL    13551.8900 199.7006
OBS: 54055.281 j  NULL    11439.3107 189.6409
OBS: 54056.353 j  NULL    10685.6228 177.1463
OBS: 54063.208 j  NULL    6468.4445 137.0211
OBS: 54070.254 j  NULL    3894.0350 193.6659
OBS: 54071.259 j  NULL    3630.7794 150.4777
OBS: 54076.257 j  NULL    2556.2296 113.0058
OBS: 54078.310 j  NULL    3025.5189 147.6846
OBS: 54080.204 j  NULL    2679.1674 115.9731
OBS: 54081.233 j  NULL    2726.4645 115.5094
OBS: 54082.232 j  NULL    2263.6008 110.4932
OBS: 54084.209 j  NULL    2390.0107 110.0600
OBS: 54086.201 j  NULL    2376.8395 124.7769
OBS: 54089.364 j  NULL    1900.2023 124.2561
OBS: 54094.289 j  NULL    2041.7373 116.5873
OBS: 54039.413 l  NULL    17864.8763 427.7923
OBS: 54040.290 l  NULL    16842.2471 356.7693
OBS: 54041.315 l  NULL    16158.4623 401.8125
OBS: 54042.209 l  NULL    16672.4732 399.2390
OBS: 54051.407 l  NULL    9028.1762 274.3934
OBS: 54052.369 l  NULL    9471.0914 270.4091
OBS: 54055.248 l  NULL    8294.6874 748.6619
OBS: 54055.276 l  NULL    9384.2598 190.1439
OBS: 54056.348 l  NULL    9384.2598 345.7161
OBS: 54063.203 l  NULL    9745.4080 233.3635
OBS: 54070.250 l  NULL    5081.5947 219.9670
OBS: 54071.255 l  NULL    5248.0749 309.3425
OBS: 54076.252 l  NULL    3879.7168 303.7236
OBS: 54078.306 l  NULL    3438.7454 164.6884
OBS: 54080.200 l  NULL    3227.0079 184.2686
OBS: 54081.228 l  NULL    2754.2289 294.2508
OBS: 54082.227 l  NULL    2951.2094 304.4232
OBS: 54084.204 l  NULL    2528.1336 200.2433
OBS: 54089.360 l  NULL    1269.4045 146.1402
OBS: 54039.415 k  NULL    22469.8429 475.9787
OBS: 54040.293 k  NULL    22887.5883 442.6688
OBS: 54041.317 k  NULL    22950.9167 465.0315
OBS: 54042.212 k  NULL    23227.3697 492.0254
OBS: 54052.371 k  NULL    14112.3721 298.9424
OBS: 54055.278 k  NULL    12717.4498 269.3937
OBS: 54056.350 k  NULL    12291.3627 373.5714
OBS: 54063.205 k  NULL    8661.6378 343.0269
OBS: 54070.252 k  NULL    4215.0238 213.5120
OBS: 54071.257 k  NULL    4161.0222 310.4164
OBS: 54076.255 k  NULL    3610.7717 315.9245
OBS: 54078.308 k  NULL    3238.9186 196.8809
OBS: 54080.202 k  NULL    2805.4338 219.6234
OBS: 54081.231 k  NULL    2613.3648 308.0843
OBS: 54082.230 k  NULL    2694.0151 307.6673
OBS: 54084.206 k  NULL    2357.2196 308.2819
OBS: 54086.198 k  NULL    2134.0276 296.7814
OBS: 54089.362 k  NULL    1461.5041 126.5283
OBS: 54094.287 k  NULL    1041.3579 98.7863
END_PHOTOMETRY:

# =============================================
