SURVEY: SNLS3_LC
SNID: 05D1em
IAUC: UNKNOWN
RA: 0.0
DECL: 0.0
PHOTOMETRY_VERSION: SNLS3_LC
MWEBV: 0.0271 MW E(B-V)
REDSHIFT_HELIO: 0.866 +- 0.001    (HELIO)
REDSHIFT_Status: warning: redshift err fudged
SEARCH_PEAKMJD: 53668.062
FILTERS: griz

NOBS: 137
NVAR: 5
VARLIST:  MJD   FLT       FIELD    FLUXCAL   FLUXCALERR

OBS: 53613.580 g  NULL    -0.8442 0.8575
OBS: 53617.540 g  NULL    0.0723 0.7500
OBS: 53622.520 g  NULL    3.2888 1.4564
OBS: 53624.540 g  NULL    1.3774 0.8043
OBS: 53642.480 g  NULL    0.5498 1.0482
OBS: 53648.470 g  NULL    2.3072 0.9608
OBS: 53651.460 g  NULL    2.4833 0.9205
OBS: 53655.540 g  NULL    3.4202 1.5822
OBS: 53670.360 g  NULL    2.3907 0.7789
OBS: 53675.450 g  NULL    0.8160 0.9511
OBS: 53678.390 g  NULL    3.0171 0.8000
OBS: 53699.320 g  NULL    -0.1270 0.6615
OBS: 53702.390 g  NULL    -0.5687 0.7099
OBS: 53705.350 g  NULL    0.4338 0.6663
OBS: 53726.340 g  NULL    0.8593 0.9416
OBS: 53730.370 g  NULL    -5.1791 2.8541
OBS: 53731.320 g  NULL    1.1626 1.1406
OBS: 53734.280 g  NULL    -0.8245 0.7135
OBS: 53739.290 g  NULL    1.8936 1.3979
OBS: 53767.220 g  NULL    0.0497 1.2561
OBS: 53948.610 g  NULL    1.7093 0.8983
OBS: 53967.600 g  NULL    -0.7982 1.0104
OBS: 53971.530 g  NULL    0.0483 0.8358
OBS: 53975.620 g  NULL    -0.3595 1.1436
OBS: 53979.570 g  NULL    0.2940 1.0040
OBS: 53996.590 g  NULL    0.1597 1.0876
OBS: 53999.570 g  NULL    -1.3267 0.9690
OBS: 54023.470 g  NULL    1.8357 1.0272
OBS: 54031.530 g  NULL    2.3801 1.3872
OBS: 54035.430 g  NULL    0.9722 0.9142
OBS: 54039.370 g  NULL    -0.8369 2.0498
OBS: 53613.520 i  NULL    -1.9886 2.4476
OBS: 53617.570 i  NULL    0.8881 1.3076
OBS: 53622.470 i  NULL    0.5112 2.1274
OBS: 53624.490 i  NULL    0.0469 1.2281
OBS: 53639.530 i  NULL    2.4822 1.2470
OBS: 53642.430 i  NULL    3.4852 2.0271
OBS: 53647.540 i  NULL    14.3144 1.9332
OBS: 53648.420 i  NULL    18.0982 1.8315
OBS: 53651.410 i  NULL    19.5717 2.1309
OBS: 53655.420 i  NULL    27.6491 1.4833
OBS: 53666.410 i  NULL    36.6076 2.3579
OBS: 53667.430 i  NULL    37.1706 1.4195
OBS: 53670.320 i  NULL    38.6543 2.1317
OBS: 53674.390 i  NULL    33.0253 1.5136
OBS: 53678.350 i  NULL    28.3727 2.3362
OBS: 53682.310 i  NULL    22.7701 4.5546
OBS: 53699.290 i  NULL    8.0390 1.1848
OBS: 53702.290 i  NULL    9.7538 2.1770
OBS: 53705.300 i  NULL    7.6763 0.8959
OBS: 53711.280 i  NULL    3.9860 2.3187
OBS: 53726.280 i  NULL    4.5811 0.9543
OBS: 53730.320 i  NULL    -2.0312 2.4147
OBS: 53734.250 i  NULL    1.7059 0.9832
OBS: 53739.260 i  NULL    0.8600 1.5495
OBS: 53766.250 i  NULL    2.3667 1.9192
OBS: 53769.230 i  NULL    0.4708 1.2933
OBS: 53944.600 i  NULL    2.6010 2.1988
OBS: 53946.610 i  NULL    -2.2894 4.7216
OBS: 53963.540 i  NULL    -0.1994 1.2867
OBS: 53967.560 i  NULL    2.1326 1.5306
OBS: 53970.540 i  NULL    0.4663 1.0331
OBS: 53975.580 i  NULL    -0.3366 1.4508
OBS: 53979.510 i  NULL    -0.9577 0.9762
OBS: 53992.610 i  NULL    -0.8283 1.8339
OBS: 53996.550 i  NULL    -1.0565 1.8200
OBS: 53999.520 i  NULL    0.3818 1.4952
OBS: 54006.570 i  NULL    0.3828 1.9629
OBS: 54019.460 i  NULL    3.5609 1.5032
OBS: 54023.430 i  NULL    -1.3172 1.8386
OBS: 54031.470 i  NULL    0.6268 1.8914
OBS: 54035.380 i  NULL    -1.0070 1.9351
OBS: 54039.320 i  NULL    -1.4772 2.4108
OBS: 53613.550 r  NULL    1.6233 1.1251
OBS: 53617.520 r  NULL    0.7022 0.8875
OBS: 53622.500 r  NULL    0.4804 1.5528
OBS: 53624.530 r  NULL    -0.2433 1.0945
OBS: 53639.570 r  NULL    -1.9796 1.6431
OBS: 53642.460 r  NULL    -1.0931 1.5520
OBS: 53648.450 r  NULL    10.4550 1.1953
OBS: 53651.440 r  NULL    18.2298 1.3864
OBS: 53655.520 r  NULL    22.1264 1.8843
OBS: 53666.460 r  NULL    22.8655 6.0412
OBS: 53667.470 r  NULL    24.3831 1.3721
OBS: 53670.340 r  NULL    17.3034 1.1641
OBS: 53674.470 r  NULL    16.2181 1.8502
OBS: 53675.380 r  NULL    16.5232 1.1641
OBS: 53678.370 r  NULL    14.0659 1.3125
OBS: 53698.460 r  NULL    3.3999 1.2644
OBS: 53702.340 r  NULL    0.5595 1.1039
OBS: 53705.330 r  NULL    2.7293 0.8104
OBS: 53711.360 r  NULL    -0.1962 1.9647
OBS: 53726.320 r  NULL    1.1589 1.1167
OBS: 53730.350 r  NULL    2.9661 1.5545
OBS: 53734.310 r  NULL    -0.3777 1.1022
OBS: 53739.310 r  NULL    2.1851 1.5453
OBS: 53766.290 r  NULL    -1.5056 2.0820
OBS: 53769.270 r  NULL    -0.6878 1.2642
OBS: 53948.590 r  NULL    -1.9787 1.3259
OBS: 53963.590 r  NULL    6.2602 1.5681
OBS: 53967.580 r  NULL    1.7351 1.1083
OBS: 53970.600 r  NULL    0.5385 0.8820
OBS: 53975.600 r  NULL    -0.2455 1.1525
OBS: 53979.550 r  NULL    1.1748 1.0470
OBS: 53993.490 r  NULL    0.0538 1.0404
OBS: 53996.570 r  NULL    -1.1206 1.2911
OBS: 53999.550 r  NULL    0.8784 1.0925
OBS: 54006.600 r  NULL    -1.6340 2.7749
OBS: 54019.500 r  NULL    -0.1843 1.6454
OBS: 54023.450 r  NULL    0.9974 1.3311
OBS: 54031.510 r  NULL    -2.5064 1.7420
OBS: 54035.410 r  NULL    1.0029 1.2603
OBS: 54039.360 r  NULL    -0.7520 2.4063
OBS: 53613.610 z  NULL    -5.5092 3.3550
OBS: 53617.480 z  NULL    -2.1946 2.9058
OBS: 53624.580 z  NULL    -3.5581 3.5791
OBS: 53639.600 z  NULL    2.3059 3.9503
OBS: 53642.510 z  NULL    3.6130 4.0659
OBS: 53648.510 z  NULL    15.4238 3.8839
OBS: 53655.490 z  NULL    30.7778 4.4162
OBS: 53668.360 z  NULL    44.7975 4.7391
OBS: 53675.490 z  NULL    33.3970 3.3390
OBS: 53699.350 z  NULL    19.6328 2.3990
OBS: 53705.390 z  NULL    7.3686 2.4453
OBS: 53726.380 z  NULL    8.5017 3.7610
OBS: 53734.340 z  NULL    2.1148 4.1836
OBS: 53739.350 z  NULL    3.0259 3.4639
